epoch,lr,train_loss,in_warmup,val_mae_mps,val_rmse_mps,val_r2,best,epoch_time_s,val_nll,val_mean_sigma_mps
1,0.0010041841004184101,4.555350423040976,True,6.953251311696477,8.814980285796834,-1.418735557470804,True,4.37139892578125,3.5960900475278765,9.053260803222656
2,0.002,3.173070951596242,True,5.334278145562954,7.0385145091733285,-0.5420828910770592,True,3.7727558612823486,3.4242826731370317,9.053260803222656
3,0.0019985627455741013,2.872648576745864,True,5.071036151356198,6.591131673269233,-0.35227703896415674,True,4.006676435470581,3.3870843090121827,9.053260803222656
4,0.001994255198011272,2.8346650720645385,False,5.613548777735659,7.273760712996208,-0.6468866842505225,False,4.210777044296265,4.274412547799511,3.781498229661846
5,0.0019870899920906957,2.751939706412842,False,4.80801893279235,6.3819780284394625,-0.2678162320550137,True,3.703087568283081,4.026140353071911,3.601374819854451
6,0.001977088144595885,2.7371604296817353,False,4.750714338835433,6.286397436658569,-0.23012534661941264,True,3.8017477989196777,4.268545133062285,3.3481788164644892
7,0.0019642789926688385,2.708630784019545,False,5.412773168327839,7.013147446667715,-0.5309874755645585,False,5.217801094055176,4.413252883719853,3.649700150363777
8,0.0019487001077591465,2.6982512666633873,False,4.186731761477749,5.585890560684069,0.028751091274207052,True,4.268482208251953,3.48479386475721,3.6465403033383272
9,0.0019303971854204558,2.6692543082952103,False,4.466274844062003,5.967698701998624,-0.10856069191247286,False,3.951335906982422,4.187657043049985,3.412986454795223
10,0.001909423911277538,2.6571838568055486,False,4.281951296709588,5.730170467641883,-0.02207033311268214,False,3.916856288909912,4.0580095016598365,3.2068184497281123
11,0.0018858418035571024,2.649893624870874,False,5.401871440040601,7.040210302306033,-0.5428260503321778,False,4.157230615615845,4.477839271558326,4.116040345672526
12,0.0018597200326442374,2.6322097844622623,False,4.519659848016107,6.118509743535238,-0.1652980249562377,False,4.4465320110321045,3.946772483249323,3.891317267620743
13,0.0018311352181937528,2.633297362552675,False,6.057531855253884,7.767616336605698,-0.8781108919592939,False,4.173838376998901,5.1145158834983775,3.614647593485343
14,0.0018001712043915308,2.603782619656648,False,4.4822637429457215,6.041039931128591,-0.13597588286044848,False,4.041731357574463,4.321912598858876,3.556441607269647
15,0.0017669188140250838,2.5975184772984408,False,4.289225438920757,5.7062751620494305,-0.01356386345839744,False,4.02415132522583,4.020671609003191,3.652893901805103
16,0.0017314755820846683,2.5870408345221114,False,4.167676474814647,5.718020192265093,-0.017740524768507848,True,5.132437705993652,3.759848738132668,3.5468509517523463
17,0.001693945469676355,2.5731451989768312,False,4.417209244774478,5.990946762617481,-0.11721464264572856,False,4.606484889984131,4.184039887125599,3.5238180647782364
18,0.0016544385590861912,2.5686411653303165,False,4.123789945227311,5.5475668128369815,0.04203248719096819,True,4.199235200881958,3.477847601801704,3.7358802733752787
19,0.00161307073088989,2.5639452362798627,False,4.300208229125187,5.687277938242191,-0.006826421787025083,False,3.664372444152832,4.456521598249815,3.456206109513143
20,0.0015699633240551347,2.5755250606686673,False,5.056901813110551,6.7098814902218695,-0.4014428684412854,False,3.7754924297332764,4.376795970617297,3.6314111202391
21,0.0015252427800334814,2.5445215271287323,False,4.386040023033433,5.916890999438362,-0.0897649510554579,False,7.007586717605591,4.304730132469542,3.6597066547408046
22,0.0014790402718857945,2.531774445783528,False,4.349186608365644,5.923489861837028,-0.0921970455414618,False,3.94124436378479,3.8726340724757478,3.6016373422636265
23,0.0014314913195290593,2.520894821847279,False,4.457558757754604,6.052059040910727,-0.14012379754930326,False,5.9084813594818115,4.369160157827687,3.7863701226333544
24,0.0013827353922331164,2.5182979569416433,False,5.326231233293484,7.157973943365184,-0.5948723347744846,False,4.84676194190979,4.820754696930602,3.696698842859714
25,0.0013329154995332603,2.515945765081083,False,4.473762823979323,6.078841273615198,-0.1502369257241125,False,5.321583986282349,3.693847711191305,4.027904519168809
26,0.0012821777717586366,2.5017460175939132,False,4.320811641059007,5.82906602474664,-0.05765407610692863,False,5.675588607788086,4.030938498533064,3.680434266448285
27,0.0012306710314068036,2.492583716611737,False,4.2652994579137875,5.745825847220014,-0.027662752085997555,False,4.890177011489868,3.8005817922037677,3.4249239889720418
28,0.0011785463566217095,2.499495794185646,False,4.1760943837628,5.647189298724283,0.007317444038517307,False,3.742722749710083,4.119541714885891,3.729584203778754
