window_samples,window_s,model,split,n_parameters,best_epoch,train_time_s,n,mae_mps,rmse_mps,r2,mae_kmh,rmse_kmh
20,2.0,cnn,train,27266,26,133.45620369911194,61055,2.87895799340479,4.0957409676674255,0.7953378609654408,10.364248776257245,14.744667483602733
20,2.0,cnn,val,27266,26,133.45620369911194,105676,4.363574870245728,5.9915002006448335,-0.11713214389737447,15.70886953288462,21.5694007223214
20,2.0,cnn,test,27266,26,133.45620369911194,301580,5.144340156424965,7.248719716545468,-0.24562161585077757,18.519624563129874,26.095390979563685
