epoch,lr,train_loss,in_warmup,val_mae_mps,val_rmse_mps,val_r2,best,epoch_time_s,val_nll,val_mean_sigma_mps
1,0.0010041841004184101,6.843358447301613,True,6.453057734394996,8.182415351047059,-1.0835140530336087,True,5.3757851123809814,3.530498566327495,9.053260803222656
2,0.002,3.961599172876914,True,6.72800881392954,8.544592731064402,-1.272040803235885,False,4.020390510559082,3.5674558063652406,9.053260803222656
3,0.0019985627455741013,3.613353994349357,True,6.206675732360739,7.917177472322448,-0.9506266451488277,True,4.1311163902282715,3.5044484072602944,9.053260803222656
4,0.001994255198011272,3.0199157010072883,False,5.155997187464134,6.58335642081984,-0.34873966053880645,True,4.034041404724121,3.6755062412777786,4.2815873065562995
5,0.0019870899920906957,2.970633803537794,False,5.456261704206493,6.9819200547060145,-0.5169914575023795,False,3.177980661392212,3.8059615928746022,4.464248068485457
6,0.001977088144595885,2.941422436737368,False,5.3079869330982,6.93008624670972,-0.4945507640490685,False,6.268834114074707,4.791518311300483,3.615976779721219
7,0.0019642789926688385,2.9227571451969534,False,5.663271162535336,7.326135203260546,-0.6702568069726325,False,8.415691375732422,3.8794161750396845,4.35250126329819
8,0.0019487001077591465,2.9028312075178118,False,5.040197174585454,6.67301474632055,-0.3857266233632224,True,5.291261672973633,3.6397538265295153,4.563012589388646
9,0.0019303971854204558,2.8896778519367783,False,4.979852740233043,6.54525788315036,-0.3331742497018986,True,5.345644474029541,4.163877183243219,3.9229497760528647
10,0.001909423911277538,2.877770555237081,False,4.936751413779615,6.530114385365788,-0.3270123637953395,True,4.40410041809082,3.7012422905341027,4.52659079391708
11,0.0018858418035571024,2.866223333469822,False,5.401059795295039,7.0411736703938415,-0.5428492880377955,False,3.6758480072021484,3.883789638846136,4.173092956782727
12,0.0018597200326442374,2.853372215625256,False,4.629160564857215,6.144886990365357,-0.1750631102804292,True,3.624967098236084,3.530573190024149,4.472562190146805
13,0.0018311352181937528,2.8488875296863485,False,5.67349925689679,7.381839856799534,-0.6957531418115566,False,8.85280156135559,3.825483938502901,4.500659514689112
14,0.0018001712043915308,2.8338831279174514,False,5.015596072064612,6.492601535641798,-0.3118098636581512,False,6.386791229248047,3.8558471482785843,4.155264342231445
15,0.0017669188140250838,2.8246209872246335,False,4.997375633909587,6.625972073691699,-0.36625761038157134,False,4.9912261962890625,3.993199909189489,4.144054166873086
16,0.0017314755820846683,2.8217874764556545,False,4.826771509819075,6.358992815055631,-0.2583749384238274,False,4.806715726852417,3.6594467706537452,4.167342112626272
17,0.001693945469676355,2.81213659814921,False,4.900546457495728,6.548349127710316,-0.33443383057977294,False,3.8175463676452637,3.7478728143397704,4.243229146857149
18,0.0016544385590861912,2.8118366636639096,False,4.6098157960438995,6.048718180655157,-0.13857093425817557,True,4.544065713882446,3.8080299190592313,4.05975461803311
19,0.00161307073088989,2.800605755056916,False,5.040963413522793,6.670680222181855,-0.3847572125354024,False,4.192661762237549,4.007239765737529,4.038375264025144
20,0.0015699633240551347,2.7980166448284334,False,5.618018295193099,7.327874608628317,-0.6710500215296835,False,4.241957187652588,4.1425277409586965,4.2663151305949345
21,0.0015252427800334814,2.7958290680533944,False,4.807729986581545,6.388712201054666,-0.27016470562749384,False,4.521721124649048,3.590148356747169,4.267135259741355
22,0.0014790402718857945,2.7863962308574237,False,4.835978341617237,6.393177739321287,-0.27194094822424053,False,4.202046871185303,3.879452633050542,3.9570037421597553
23,0.0014314913195290593,2.780682120628941,False,5.063240859116549,6.694594813737828,-0.3947038035267745,False,4.467559814453125,3.856685336976975,4.178590320669177
24,0.0013827353922331164,2.7789352325771843,False,4.94186911659995,6.517724099674242,-0.32198137576327457,False,4.231120347976685,3.8344475341737922,4.248178667817909
25,0.0013329154995332603,2.7625667942838423,False,4.845462698205085,6.3499870054639835,-0.2548131604619239,False,4.35697603225708,3.7994413164440277,4.110932250820249
26,0.0012821777717586366,2.7515838690524936,False,4.669084967448185,6.159355629602095,-0.18060318938580844,False,4.8461363315582275,3.8415086893653525,4.046962870249028
27,0.0012306710314068036,2.764699093030874,False,4.964038047269963,6.505611996625057,-0.3170725773496872,False,4.484079360961914,3.9575303501187458,4.068739522824524
28,0.0011785463566217095,2.7489640488084515,False,4.929406739842505,6.586585229032483,-0.3500629641322106,False,4.200873136520386,3.830531148767192,4.125955027080583
