epoch,lr,train_loss,val_mae_mps,val_rmse_mps,val_r2,best,epoch_time_s
1,0.0010041841004184101,4.064622378539688,5.982901150694874,7.758520780046406,-0.8737150872041954,True,3.1832528114318848
2,0.002,2.7293209003558134,4.504060336848601,5.842523373196056,-0.0625432467676923,True,3.2093958854675293
3,0.0019985627455741013,2.4621876383491563,5.00020412727588,6.595182160769137,-0.35393959542281483,False,3.2163875102996826
4,0.001994255198011272,2.3185725031564104,4.469046222279367,5.956915764551312,-0.1045582307075621,True,3.2268056869506836
5,0.0019870899920906957,2.1958004369783723,5.246950504878061,6.760069344198956,-0.4224859982731337,False,3.2183210849761963
6,0.001977088144595885,2.1110432602439864,5.214653005432736,6.849221710552247,-0.46025313631845943,False,3.025156259536743
7,0.0019642789926688385,2.0597375004099234,4.642330188766542,6.173653272420185,-0.18639735009890757,False,3.0318284034729004
8,0.0019487001077591465,1.9873689782248676,4.674115890936224,6.192088913376697,-0.19349352199950132,False,3.108491897583008
9,0.0019303971854204558,1.9570500168068605,4.997152061911218,6.62705639501706,-0.3670582847353976,False,3.204535722732544
10,0.001909423911277538,1.9077659480709004,4.511069215146322,6.007557456701795,-0.12341848262237542,False,2.9196596145629883
11,0.0018858418035571024,1.8613532648351288,4.633789071148089,6.159270704854937,-0.18087596325944744,False,2.775475263595581
12,0.0018597200326442374,1.8284514015281945,4.64995475996789,6.149063149809487,-0.17696515344258845,False,2.9415879249572754
13,0.0018311352181937528,1.794923380187581,5.015330543870687,6.598394255235703,-0.3552587525993567,False,3.116658926010132
14,0.0018001712043915308,1.7546966976568776,6.134162813723225,7.709050214582486,-0.8498965716700781,False,3.2631969451904297
