epoch,lr,train_loss,val_mae_mps,val_rmse_mps,val_r2,best,epoch_time_s
1,0.0010041841004184101,6.443463885021702,6.761860784925469,8.591422123152872,-1.297013287136878,True,3.863640308380127
2,0.002,3.5204311174350993,6.143422755688917,7.901565081397192,-0.942941098426265,True,3.5002686977386475
3,0.0019985627455741013,3.187475176070756,6.106074501019994,7.8387296162571936,-0.9121623408299868,True,3.5967843532562256
4,0.001994255198011272,2.99155551347146,6.048255681013783,7.793917321051903,-0.8903620092331792,True,3.642899990081787
5,0.0019870899920906957,2.854742905986406,6.580746759918915,8.446237198366664,-1.2200356022062238,False,3.602083683013916
6,0.001977088144595885,2.777749570059782,5.395228424870345,7.076349348308168,-0.5583030554773956,True,3.8050625324249268
7,0.0019642789926688385,2.705221470395545,7.436424338840848,9.057561302515303,-1.553030222350805,False,3.7045438289642334
8,0.0019487001077591465,2.6480135738268773,6.065619358140902,7.86639322739336,-0.9256825559186104,False,3.5813028812408447
9,0.0019303971854204558,2.595740520841864,5.645584204543795,7.436913683798434,-0.721150604028326,False,3.5401182174682617
10,0.001909423911277538,2.565157440013103,6.251269158529093,8.014344772985284,-0.9988004339349943,False,3.801196336746216
11,0.0018858418035571024,2.549881254606502,5.920533403443415,7.673322235173785,-0.8323155391157075,False,3.7743775844573975
12,0.0018597200326442374,2.5246463229874703,5.713206301636495,7.455085193259078,-0.7295718701376885,False,3.750166654586792
13,0.0018311352181937528,2.494956903611498,6.050613832656741,7.829178138547535,-0.9075052472552423,False,3.578092098236084
14,0.0018001712043915308,2.458202645156007,5.660659436519391,7.37470647454176,-0.6924773702009102,False,3.614288806915283
15,0.0017669188140250838,2.450443759724838,5.389168072382391,7.044524369600486,-0.5443180357687134,True,3.5565271377563477
16,0.0017314755820846683,2.434244226517075,5.433158332372981,7.11446804011073,-0.5751367247684953,False,3.6816906929016113
17,0.001693945469676355,2.4030878920645318,5.91733622072644,7.665253494088467,-0.8284640896275195,False,3.746605396270752
18,0.0016544385590861912,2.404084943903038,5.77763021586522,7.556921667399927,-0.7771465090226348,False,3.777554750442505
19,0.00161307073088989,2.3806828883793303,5.884135664565025,7.678565087236077,-0.8348202797960869,False,4.276473522186279
20,0.0015699633240551347,2.3691251740234214,6.585284665874798,8.42737020699027,-1.2101285606885934,False,3.7296199798583984
21,0.0015252427800334814,2.365036903202031,5.931776885798044,7.698592277748629,-0.8444038974701411,False,2.572399854660034
22,0.0014790402718857945,2.3437896671034313,5.621361454435232,7.2221443287962925,-0.6231763944979167,False,2.519185781478882
23,0.0014314913195290593,2.3375975042994024,6.086714640000641,7.892011426285384,-0.9382455811853618,False,3.4551491737365723
24,0.0013827353922331164,2.3263271845057734,5.585755382692426,7.301683930113035,-0.65912631269076,False,3.5006954669952393
25,0.0013329154995332603,2.310091311112931,5.626321036634761,7.289659526866487,-0.6536663182040487,False,3.819714069366455
