window_samples,window_s,model,split,n_parameters,best_epoch,train_time_s,n,mae_mps,rmse_mps,r2,mae_kmh,rmse_kmh
20,2.0,cnn_mag,train,27650,25,126.89536190032959,61055,2.9963838279865005,4.22256463125805,0.7824669966913969,10.786981780751402,15.20123267252898
20,2.0,cnn_mag,val,27650,25,126.89536190032959,105676,4.312696689921992,5.854816083806571,-0.06674325680426874,15.525708083719172,21.077337901703658
20,2.0,cnn_mag,test,27650,25,126.89536190032959,301580,5.0716499847226935,7.2395847064354495,-0.24248406974552195,18.2579399450017,26.062504943167617
