epoch,lr,train_loss,in_warmup,val_mae_mps,val_rmse_mps,val_r2,best,epoch_time_s
1,0.0010041841004184101,5.993870280894276,False,7.977591633534816,10.007403896358625,-2.116565423574652,True,3.885507822036743
2,0.002,4.1404798951764805,False,8.327628359557382,10.228587269979835,-2.2558523486281574,False,3.5843985080718994
3,0.0019985627455741013,3.8549302370813203,False,7.134378705744928,8.901531656766979,-1.4658285301588294,True,3.414795398712158
4,0.001994255198011272,3.7574318237654576,False,7.628640619925776,9.522266757431714,-1.8217210573159552,False,3.135657548904419
5,0.0019870899920906957,3.679005097862583,False,7.945228736662591,9.832808758245129,-2.008767136362818,False,3.3184289932250977
6,0.001977088144595885,3.62594100606011,False,7.319880281330796,9.18312174079056,-1.6243035952726612,False,3.021132469177246
7,0.0019642789926688385,3.55225795389403,False,7.1327011490177545,8.911154856466055,-1.471162890076736,False,3.2320265769958496
8,0.0019487001077591465,3.4948197322086645,False,6.977938515589468,8.781454313081397,-1.3997515683386679,True,3.51574444770813
9,0.0019303971854204558,3.447740510605192,False,7.004965773184446,8.800752170108884,-1.410310399668266,False,3.332193374633789
10,0.001909423911277538,3.4181283781017116,False,6.913689303186244,8.721776543596466,-1.3672455186193542,True,2.9796595573425293
11,0.0018858418035571024,3.3744339120465154,False,7.072807002077056,8.851325008720494,-1.4380913143256944,False,3.034884214401245
12,0.0018597200326442374,3.348122082548522,False,7.527752437965947,9.392966037306168,-1.7456103030119081,False,3.4665870666503906
13,0.0018311352181937528,3.283663295389403,False,7.072446440239196,8.861250228597733,-1.4435621697299772,False,3.3804640769958496
14,0.0018001712043915308,3.250243120956515,False,6.993464478745355,8.816266469137608,-1.418815862745027,False,3.5933375358581543
15,0.0017669188140250838,3.2114110740316106,False,7.347496591032473,9.25886744540735,-1.667774548629668,False,3.162996530532837
16,0.0017314755820846683,3.190437924821882,False,7.013297939917151,8.791018993462531,-1.4049819905325762,False,2.129349946975708
17,0.001693945469676355,3.1691778928834657,False,7.1870500374463315,9.08726241584902,-1.5698012190726094,False,2.2911388874053955
18,0.0016544385590861912,3.1453686737367947,False,7.025276382056355,8.862729151370589,-1.4443778878774935,False,3.424835205078125
19,0.00161307073088989,3.144656457292605,False,6.859800637639028,8.794880428374368,-1.4070952201830265,True,3.160100221633911
20,0.0015699633240551347,3.121514413233969,False,6.882655259676613,8.692535052761468,-1.3513988048485617,False,3.100691080093384
21,0.0015252427800334814,3.1143510461878634,False,7.352379487968336,9.206003841883772,-1.6373981390067205,False,3.5617804527282715
22,0.0014790402718857945,3.087810682990746,False,6.688521487275118,8.499490992778695,-1.2481186465166232,True,3.5042800903320312
23,0.0014314913195290593,3.079621089591352,False,7.22315835192961,9.119416075866225,-1.588018960360435,False,3.293090581893921
24,0.0013827353922331164,3.07405413152076,False,6.907434583199635,8.689747077151473,-1.349890708263438,False,3.429786443710327
25,0.0013329154995332603,3.063412599295717,False,6.862845734627929,8.672826623111343,-1.3407483232524755,False,3.3386385440826416
26,0.0012821777717586366,3.056656395872574,False,7.034119357529882,8.89576097196696,-1.462632471904881,False,3.161360025405884
27,0.0012306710314068036,3.045980314880026,False,7.208634203139748,9.087450689789568,-1.5699077047427417,False,3.412209987640381
28,0.0011785463566217095,3.041097166489231,False,7.3139735084346205,9.258146900831273,-1.667359341111955,False,3.4176688194274902
29,0.0011259566380554629,3.016489998771599,False,6.87421988739419,8.721743153460466,-1.3672273932986427,False,3.1831746101379395
30,0.001073056130413709,3.0123953300303006,False,7.112568460946549,9.045791101664618,-1.5463992644407596,False,3.417290687561035
31,0.00102,3.0035365142085007,False,6.774898174516025,8.640518275061542,-1.3233411149922274,False,3.6230616569519043
32,0.0009669438695862908,3.0056337523544343,False,6.798523563978277,8.655582856156137,-1.331449580383521,False,3.209149122238159
