epoch,lr,train_loss,in_warmup,val_mae_mps,val_rmse_mps,val_r2,best,epoch_time_s
1,0.0010041841004184101,7.726004107432732,False,8.366768897428612,10.282621901605298,-2.2911936169729055,True,4.163325548171997
2,0.002,4.332747655238002,False,7.695093205514924,9.670906519438823,-1.911253804740249,True,4.060546159744263
3,0.0019985627455741013,3.8388939446111467,False,8.136534801744482,10.006602186827712,-2.116872002274888,False,4.23255729675293
4,0.001994255198011272,3.686474422827816,False,7.67630859186569,9.454360593494366,-1.7823388723226787,True,4.212310552597046
5,0.0019870899920906957,3.571871618131733,False,6.666635874424195,8.284141104492015,-1.13619391556592,True,4.366447687149048
6,0.001977088144595885,3.48964149121944,False,7.339285365990592,9.253558399751604,-1.665405188349614,False,4.165964603424072
7,0.0019642789926688385,3.39857982028957,False,6.375805970311084,8.004721128152767,-0.9945186941243085,True,4.188366413116455
8,0.0019487001077591465,3.330356520651942,False,6.458393532051065,8.175798476923342,-1.0806836507425719,False,4.231274604797363
9,0.0019303971854204558,3.2818308102546445,False,6.782697460547918,8.579582121441252,-1.2912789724776892,False,4.051572322845459
10,0.001909423911277538,3.234718567071671,False,7.240800656030754,9.094568989839036,-1.5746010498056453,False,4.10222601890564
11,0.0018858418035571024,3.2132119345106336,False,6.552505646035353,8.238653821917065,-1.1127991227323717,False,4.409214735031128
12,0.0018597200326442374,3.1806225097151852,False,7.223760705515507,9.009475384494658,-1.5266477797015585,False,4.376399755477905
13,0.0018311352181937528,3.1549684768885173,False,6.502628371014224,8.25759584632329,-1.1225256388603309,False,4.177767753601074
14,0.0018001712043915308,3.109876899995081,False,6.671621930375759,8.506923378783688,-1.2526345494649327,False,4.056944847106934
15,0.0017669188140250838,3.1016840679161133,False,6.461856880194412,8.18153669491963,-1.0836053485479615,False,4.366625070571899
16,0.0017314755820846683,3.1012462184563923,False,7.368204390056875,9.28682108506355,-1.684601669402464,False,4.131452560424805
17,0.001693945469676355,3.078394012248512,False,6.813616875480196,8.607341847895578,-1.3061300866352803,False,4.071506500244141
